Path;File Name;Masternumber;Size;Suffix;Language;Language;Filetype;Articlenumber;Alte Artikelnummern;Category 1;Category 2;Category 3;;DOP/ProPer
C:\Tino\PDF\FTP DL\168510-025-00-18-file-4-1-sv.pdf;168510-025-00-18-file-4-1-sv.pdf;168510;025;-4-1;sv;sv;.pdf;168510-025-00-18;16692600018;Profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-de.pdf;168511-01-18-file-4-1-de.pdf;168511;;-4-1;de;de;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-en-gb.pdf;168511-01-18-file-4-1-en-gb.pdf;168511;;-4-1;en-gb;en-gb;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-en-us.pdf;168511-01-18-file-4-1-en-us.pdf;168511;;-4-1;en-us;en-us;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-es.pdf;168511-01-18-file-4-1-es.pdf;168511;;-4-1;es;es;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-es-sv.pdf;168511-01-18-file-4-1-es-sv.pdf;168511;;-4-1;es-sv;es;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-fi.pdf;168511-01-18-file-4-1-fi.pdf;168511;;-4-1;fi;fi;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-fr.pdf;168511-01-18-file-4-1-fr.pdf;168511;;-4-1;fr;fr;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-it.pdf;168511-01-18-file-4-1-it.pdf;168511;;-4-1;it;it;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-nl.pdf;168511-01-18-file-4-1-nl.pdf;168511;;-4-1;nl;nl;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-nn-no.pdf;168511-01-18-file-4-1-nn-no.pdf;168511;;-4-1;nn-no;nb-no;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-pl.pdf;168511-01-18-file-4-1-pl.pdf;168511;;-4-1;pl;pl;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-pt.pdf;168511-01-18-file-4-1-pt.pdf;168511;;-4-1;pt;pt;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-pt-br.pdf;168511-01-18-file-4-1-pt-br.pdf;168511;;-4-1;pt-br;pt-br;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-01-18-file-4-1-sv.pdf;168511-01-18-file-4-1-sv.pdf;168511;;-4-1;sv;sv;.pdf;168511-01-18;16631301718;Angled profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-de.pdf;168511-02-18-file-4-1-de.pdf;168511;;-4-1;de;de;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-en-gb.pdf;168511-02-18-file-4-1-en-gb.pdf;168511;;-4-1;en-gb;en-gb;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-en-us.pdf;168511-02-18-file-4-1-en-us.pdf;168511;;-4-1;en-us;en-us;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-es.pdf;168511-02-18-file-4-1-es.pdf;168511;;-4-1;es;es;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-es-sv.pdf;168511-02-18-file-4-1-es-sv.pdf;168511;;-4-1;es-sv;es;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-fi.pdf;168511-02-18-file-4-1-fi.pdf;168511;;-4-1;fi;fi;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-fr.pdf;168511-02-18-file-4-1-fr.pdf;168511;;-4-1;fr;fr;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-it.pdf;168511-02-18-file-4-1-it.pdf;168511;;-4-1;it;it;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-nl.pdf;168511-02-18-file-4-1-nl.pdf;168511;;-4-1;nl;nl;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-nn-no.pdf;168511-02-18-file-4-1-nn-no.pdf;168511;;-4-1;nn-no;nb-no;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-pl.pdf;168511-02-18-file-4-1-pl.pdf;168511;;-4-1;pl;pl;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-pt.pdf;168511-02-18-file-4-1-pt.pdf;168511;;-4-1;pt;pt;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-pt-br.pdf;168511-02-18-file-4-1-pt-br.pdf;168511;;-4-1;pt-br;pt-br;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168511-02-18-file-4-1-sv.pdf;168511-02-18-file-4-1-sv.pdf;168511;;-4-1;sv;sv;.pdf;168511-02-18;16631401718;Angled profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-de.pdf;168512-00-18-file-4-1-de.pdf;168512;;-4-1;de;de;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-en-gb.pdf;168512-00-18-file-4-1-en-gb.pdf;168512;;-4-1;en-gb;en-gb;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-en-us.pdf;168512-00-18-file-4-1-en-us.pdf;168512;;-4-1;en-us;en-us;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-es.pdf;168512-00-18-file-4-1-es.pdf;168512;;-4-1;es;es;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-es-sv.pdf;168512-00-18-file-4-1-es-sv.pdf;168512;;-4-1;es-sv;es;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-fi.pdf;168512-00-18-file-4-1-fi.pdf;168512;;-4-1;fi;fi;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-fr.pdf;168512-00-18-file-4-1-fr.pdf;168512;;-4-1;fr;fr;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-it.pdf;168512-00-18-file-4-1-it.pdf;168512;;-4-1;it;it;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-nl.pdf;168512-00-18-file-4-1-nl.pdf;168512;;-4-1;nl;nl;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-nn-no.pdf;168512-00-18-file-4-1-nn-no.pdf;168512;;-4-1;nn-no;nb-no;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-pl.pdf;168512-00-18-file-4-1-pl.pdf;168512;;-4-1;pl;pl;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-pt.pdf;168512-00-18-file-4-1-pt.pdf;168512;;-4-1;pt;pt;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-pt-br.pdf;168512-00-18-file-4-1-pt-br.pdf;168512;;-4-1;pt-br;pt-br;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168512-00-18-file-4-1-sv.pdf;168512-00-18-file-4-1-sv.pdf;168512;;-4-1;sv;sv;.pdf;168512-00-18;16673401718;End caps for base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-de.pdf;168513-00-18-file-4-1-de.pdf;168513;;-4-1;de;de;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-en-gb.pdf;168513-00-18-file-4-1-en-gb.pdf;168513;;-4-1;en-gb;en-gb;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-en-us.pdf;168513-00-18-file-4-1-en-us.pdf;168513;;-4-1;en-us;en-us;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-es.pdf;168513-00-18-file-4-1-es.pdf;168513;;-4-1;es;es;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-es-sv.pdf;168513-00-18-file-4-1-es-sv.pdf;168513;;-4-1;es-sv;es;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-fi.pdf;168513-00-18-file-4-1-fi.pdf;168513;;-4-1;fi;fi;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-fr.pdf;168513-00-18-file-4-1-fr.pdf;168513;;-4-1;fr;fr;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-it.pdf;168513-00-18-file-4-1-it.pdf;168513;;-4-1;it;it;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-nl.pdf;168513-00-18-file-4-1-nl.pdf;168513;;-4-1;nl;nl;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-nn-no.pdf;168513-00-18-file-4-1-nn-no.pdf;168513;;-4-1;nn-no;nb-no;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-pl.pdf;168513-00-18-file-4-1-pl.pdf;168513;;-4-1;pl;pl;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-pt.pdf;168513-00-18-file-4-1-pt.pdf;168513;;-4-1;pt;pt;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-pt-br.pdf;168513-00-18-file-4-1-pt-br.pdf;168513;;-4-1;pt-br;pt-br;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168513-00-18-file-4-1-sv.pdf;168513-00-18-file-4-1-sv.pdf;168513;;-4-1;sv;sv;.pdf;168513-00-18;16673601718;End caps for base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1.pdf;168520-025-00-18-file-4-1.pdf;168520;025;-4-1;;en-gb;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-de.pdf;168520-025-00-18-file-4-1-de.pdf;168520;025;-4-1;de;de;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-en-gb.pdf;168520-025-00-18-file-4-1-en-gb.pdf;168520;025;-4-1;en-gb;en-gb;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-en-us.pdf;168520-025-00-18-file-4-1-en-us.pdf;168520;025;-4-1;en-us;en-us;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-es.pdf;168520-025-00-18-file-4-1-es.pdf;168520;025;-4-1;es;es;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-es-sv.pdf;168520-025-00-18-file-4-1-es-sv.pdf;168520;025;-4-1;es-sv;es;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-fi.pdf;168520-025-00-18-file-4-1-fi.pdf;168520;025;-4-1;fi;fi;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-fr.pdf;168520-025-00-18-file-4-1-fr.pdf;168520;025;-4-1;fr;fr;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-it.pdf;168520-025-00-18-file-4-1-it.pdf;168520;025;-4-1;it;it;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-nl.pdf;168520-025-00-18-file-4-1-nl.pdf;168520;025;-4-1;nl;nl;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-nn-no.pdf;168520-025-00-18-file-4-1-nn-no.pdf;168520;025;-4-1;nn-no;nb-no;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-pl.pdf;168520-025-00-18-file-4-1-pl.pdf;168520;025;-4-1;pl;pl;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-pt.pdf;168520-025-00-18-file-4-1-pt.pdf;168520;025;-4-1;pt;pt;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-pt-br.pdf;168520-025-00-18-file-4-1-pt-br.pdf;168520;025;-4-1;pt-br;pt-br;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168520-025-00-18-file-4-1-sv.pdf;168520-025-00-18-file-4-1-sv.pdf;168520;025;-4-1;sv;sv;.pdf;168520-025-00-18;16692900018;Profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-de.pdf;168521-01-18-file-4-1-de.pdf;168521;;-4-1;de;de;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-en-gb.pdf;168521-01-18-file-4-1-en-gb.pdf;168521;;-4-1;en-gb;en-gb;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-en-us.pdf;168521-01-18-file-4-1-en-us.pdf;168521;;-4-1;en-us;en-us;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-es.pdf;168521-01-18-file-4-1-es.pdf;168521;;-4-1;es;es;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-es-sv.pdf;168521-01-18-file-4-1-es-sv.pdf;168521;;-4-1;es-sv;es;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-fi.pdf;168521-01-18-file-4-1-fi.pdf;168521;;-4-1;fi;fi;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-fr.pdf;168521-01-18-file-4-1-fr.pdf;168521;;-4-1;fr;fr;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-it.pdf;168521-01-18-file-4-1-it.pdf;168521;;-4-1;it;it;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-nl.pdf;168521-01-18-file-4-1-nl.pdf;168521;;-4-1;nl;nl;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-nn-no.pdf;168521-01-18-file-4-1-nn-no.pdf;168521;;-4-1;nn-no;nb-no;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-pl.pdf;168521-01-18-file-4-1-pl.pdf;168521;;-4-1;pl;pl;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-pt.pdf;168521-01-18-file-4-1-pt.pdf;168521;;-4-1;pt;pt;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-pt-br.pdf;168521-01-18-file-4-1-pt-br.pdf;168521;;-4-1;pt-br;pt-br;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-01-18-file-4-1-sv.pdf;168521-01-18-file-4-1-sv.pdf;168521;;-4-1;sv;sv;.pdf;168521-01-18;16631301918;Angled profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-de.pdf;168521-02-18-file-4-1-de.pdf;168521;;-4-1;de;de;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-en-gb.pdf;168521-02-18-file-4-1-en-gb.pdf;168521;;-4-1;en-gb;en-gb;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-en-us.pdf;168521-02-18-file-4-1-en-us.pdf;168521;;-4-1;en-us;en-us;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-es.pdf;168521-02-18-file-4-1-es.pdf;168521;;-4-1;es;es;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-es-sv.pdf;168521-02-18-file-4-1-es-sv.pdf;168521;;-4-1;es-sv;es;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-fi.pdf;168521-02-18-file-4-1-fi.pdf;168521;;-4-1;fi;fi;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-fr.pdf;168521-02-18-file-4-1-fr.pdf;168521;;-4-1;fr;fr;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-it.pdf;168521-02-18-file-4-1-it.pdf;168521;;-4-1;it;it;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-nl.pdf;168521-02-18-file-4-1-nl.pdf;168521;;-4-1;nl;nl;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-nn-no.pdf;168521-02-18-file-4-1-nn-no.pdf;168521;;-4-1;nn-no;nb-no;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-pl.pdf;168521-02-18-file-4-1-pl.pdf;168521;;-4-1;pl;pl;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-pt.pdf;168521-02-18-file-4-1-pt.pdf;168521;;-4-1;pt;pt;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-pt-br.pdf;168521-02-18-file-4-1-pt-br.pdf;168521;;-4-1;pt-br;pt-br;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168521-02-18-file-4-1-sv.pdf;168521-02-18-file-4-1-sv.pdf;168521;;-4-1;sv;sv;.pdf;168521-02-18;16631401918;Angled profiles for Base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-de.pdf;168522-01-18-file-4-1-de.pdf;168522;;-4-1;de;de;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-en-gb.pdf;168522-01-18-file-4-1-en-gb.pdf;168522;;-4-1;en-gb;en-gb;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificate;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-en-us.pdf;168522-01-18-file-4-1-en-us.pdf;168522;;-4-1;en-us;en-us;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificates;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-es.pdf;168522-01-18-file-4-1-es.pdf;168522;;-4-1;es;es;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-es-sv.pdf;168522-01-18-file-4-1-es-sv.pdf;168522;;-4-1;es-sv;es;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-fi.pdf;168522-01-18-file-4-1-fi.pdf;168522;;-4-1;fi;fi;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Sertifikaatit;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-fr.pdf;168522-01-18-file-4-1-fr.pdf;168522;;-4-1;fr;fr;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificats;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-it.pdf;168522-01-18-file-4-1-it.pdf;168522;;-4-1;it;it;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificati;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-nl.pdf;168522-01-18-file-4-1-nl.pdf;168522;;-4-1;nl;nl;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificaten;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-nn-no.pdf;168522-01-18-file-4-1-nn-no.pdf;168522;;-4-1;nn-no;nb-no;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Sertifikater;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-pl.pdf;168522-01-18-file-4-1-pl.pdf;168522;;-4-1;pl;pl;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certyfikaty;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-pt.pdf;168522-01-18-file-4-1-pt.pdf;168522;;-4-1;pt;pt;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-pt-br.pdf;168522-01-18-file-4-1-pt-br.pdf;168522;;-4-1;pt-br;pt-br;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certificados;;ProPer
C:\Tino\PDF\FTP DL\168522-01-18-file-4-1-sv.pdf;168522-01-18-file-4-1-sv.pdf;168522;;-4-1;sv;sv;.pdf;168522-01-18;16673401918;End caps for base shoes;Certificate;Certifikat;;ProPer
C:\Tino\PDF\FTP DL\168522-02-18-file-4-1-de.pdf;168522-02-18-file-4-1-de.pdf;168522;;-4-1;de;de;.pdf;168522-02-18;16673501918;End caps for base shoes;Certificate;Zertifikate;;ProPer
C:\Tino\PDF\FTP DL\168522-02-18-file-4-1-en-gb.pdf;168522-02-18-file-4-1-en-gb.pdf;168522;;-4-1;en-gb;en-gb;.pdf;168522-02-18;16673501918;End caps for base shoes;Certificate;Certificate;;ProPer
